frase,tag
eu cancelei minha conta preciso falar com atendente,cancelar-conta
pedir produto fixo,comprar-linha
eu quero fazer o pedido de uma linha telefônica,comprar-linha
quero saber porque meu telefone tá bloqueado,reparar-linha
o reparo na linha que não estou recebendo,reparar-linha
quero saber que aconteceu com o telefone,reparar-linha
aparelho de telefone com defeito,reparar-linha
quero reparo em linha,reparar-linha
telefone está com problema só isso,reparar-linha
quero quitar minha dívida,pagar-conta
como faço para ter um linha,comprar-linha
como faço para solicitar uma linha,comprar-linha
eu gostaria de solicitar reparo na minha linha telefônica da minha residência,reparar-linha
reparar na linha,reparar-linha
solicito linha controle,comprar-linha
é fazer reparo na linha três dois vinte dois cinco quatro três um,reparar-linha
verificação da minha linha na face externa está ruim,reparar-linha
quero reclamar que esse telefone está com defeito,reparar-linha
eu gostaria que vocês viesse fazer o serviço na rua do meu vizinho ele precisa do telefone funcionando,reparar-linha
eu quero arrumar é para arrumar meu telefone,reparar-linha
como faço para adquirir linha de dezenove e noventa,comprar-linha
qual conta tenho que pagar,pagar-conta
na linha é só tá dando linha cruzada e linha ocupada não consegue fazer ligação e nem recebe,reparar-linha
é problema no telefone não tenho a linha,reparar-linha
eu quero consertar que a telefônica está,reparar-linha
eu desejo reparo de linha mas eu já liguei mil vezes e sempre cai ai eu quero o reparo da linha,reparar-linha
quero cancelar a segunda via da conta telefônica,cancelar-conta
solicitar reparo em linha telefônica,reparar-linha
eu quero fazer transferência de endereço,mudar-endereco
tô sem telefone na minha casa,reparar-linha
não consigo fazer ligações o que fazer,reparar-linha
olha eu tô no no produto móvel eu quero reparo do produto fixo,reparar-linha
meu telefone tá está é sem funcionar,reparar-linha
pagamento de fatura,pagar-conta
o meu o meu telefone não está funcionando,reparar-linha
quero saber se a minha conta desse mês foi paga,pagar-conta
quero meu telefone funcionando está dois dias sem linha,reparar-linha
como faço para adquirir um conserto telefônico da minha linha,reparar-linha
mudei minha linha para a total flex não consigo mais realizar ligações,reparar-linha
como posso pedir uma linha para minha residência,comprar-linha
meu telefone não tá fazendo ligações,reparar-linha
quero falar com um dos atendente da telefônica é minha linha tá com problema preciso falar com ele,reparar-linha
quero pedir a linha telefônica,comprar-linha
eu desejo cancelar o serviço de,cancelar-servicos
eu quero reparo no no cabo da linha telefônica porque eu não tô conseguindo vir a,reparar-linha
eu desejo que cancele a caixa de leite que tá cobrando na no meu na conta do meu telefone,cancelar-conta
tenho dificuldade em fazer ligação,reparar-linha
como faço prá solicitar uma nova linha,comprar-linha
quero saber o dia que vão ligar meu telefone,reparar-linha
não estou fazendo chamada,reparar-linha
como faço para consertar o meu telefone,reparar-linha
saber porque o meu telefone não esta recebendo fazendo ligações,reparar-linha
telefone ruim,reparar-linha
o amigo a minha linha telefônica tá mudo não não é parou o computador parou a linha,reparar-linha
tô com problema na linha,reparar-linha
queria um outro telefone,comprar-linha
o meu número não está funcionando,reparar-linha
reparo na linha telefônica defeito,reparar-linha
defeito na linha de telefônica,reparar-linha
como faço para saber se a minha conta telefônica foi cancelada,cancelar-conta
saber porque não estou conseguindo ligar para fora se o telefone esta com defeito ou e falta de pagamento,reparar-linha
quero pedir outra linha telefônica,comprar-linha
telefone não faz e nem recebe ligação,reparar-linha
pagar pagamento pendente,pagar-conta
como faço para solicitar transferência de endereço,mudar-endereco
é desejo reparo na minha linha telefônica,reparar-linha
consertar meu telefone pronto,reparar-linha
não estou conseguindo fazer ligações para outras cidades,reparar-linha
não estou tendo sinal da linha telefônica,reparar-linha
quero saber porque meu telefone tá funcionando,reparar-linha
cancelamento de atendimento simultâneo e transferência de chamada,cancelar-servicos
como posso fazer para cancelar a conta,cancelar-conta
quero saber porque meu telefone tá dando uso em extensão,reparar-linha
eu quero falar na central de reparos do meu telefone eu pedí isto e você me passou pra uma pessoa que ela falou que eu tinha que retornar e pedir isto central,reparar-linha
a linha não faz ligação,reparar-linha
saber como eu faço pra pagar fatura da minha minha internet que não,pagar-conta
eu desejo esclarecer e pagamento de conta já paga e continua sendo cobrado,pagar-conta
a eu quero um telefone fixo pra residência,comprar-linha
tem interferência na minha linha não tô conseguindo fazer ligação pra lugar nenhum,reparar-linha
desejo ver porque que meu telefone não tá fazendo ligação,reparar-linha
estou sem linha telefônica,reparar-linha
telefone tá com defeito não atende nem disca pra fora,reparar-linha
auxílio de um técnico da linha,reparar-linha
como posso quitar minha conta,pagar-conta
solicitar reparo na linha,reparar-linha
eu quero conserto para o meu telefone,reparar-linha
tô sem ter telefone,reparar-linha
falar da minha conta que veio eu quero cancelar minha conta quero falar com atendente,cancelar-conta
meu telefone tá com muito chiado,reparar-linha
como faço para comprar novas linhas telefônicas residenciais,comprar-linha
reparos produto fixo,reparar-linha
a linha telefônica está com muito chiado,reparar-linha
é desejo uma linha econômica,comprar-linha
reparo do meu do meu fixo do meu telefone fixo,reparar-linha
eu quero cancelar meu meus serviços,cancelar-servicos
telefone chiando,reparar-linha
o telefone tá desligado sem nenhuma voz,reparar-linha
reparo da linha do fixo,reparar-linha
não estou conseguindo fazer ligação,reparar-linha
como faço pra solicitar uma linha da internet,comprar-linha
esta cortado,reparar-linha
desejo cancelar um serviço,cancelar-servicos
eu quero uma linha telefônica produto,comprar-linha
compra de nova linha telefônica,comprar-linha
quero saber porque que meu telefone está desligado totalmente,reparar-linha
ativar o número produto fixo,comprar-linha
eu quero saber porque os meu minutos não estão no meu telefone,reparar-linha
quero transferir minha linha telefônica para outro endereço,mudar-endereco
eu estou só recebendo telefone,reparar-linha
transferência de local da linha,mudar-endereco
como faço como faço pra ter um telefone produto,comprar-linha
a minha linha está com muito chiado,reparar-linha
e quero outra linha em outro endereço,mudar-endereco
saber quando o técnico vem terminar o serviço,reparar-linha
é que meu telefone está não tá dando linha não tá fazendo ligação,reparar-linha
sobre o pagamento de contas atrasadas em atraso,pagar-conta
minha linha esta cortada,reparar-linha
eu pedí eu pedí a reparo na linha e ficou pra eles fazerem hoje e até agora nada,reparar-linha
meu meu telefone está com chiando muito,reparar-linha
desejo pedir reparo na minha linha telefônica,reparar-linha
é serviço fixo é produto fixo reparos,reparar-linha
quero saber se tem como comprar transferir linha,comprar-linha
é solicitar serviço de conserto na linha telefônica,reparar-linha
solicitar linha econômica,comprar-linha
reparo na minha linha está com chiado,reparar-linha
a linha está com interferência,reparar-linha
eu quero eu quero adquirir uma uma outra linha se eu posso se já tenho uma,comprar-linha
quero acompanhar uma solicitação feita,comprar-linha
reparo na linha do telefone,reparar-linha
eu quero pedir transferência de endereço,mudar-endereco
como faço para cancelar o segurança internet,cancelar-servicos
de duas contas atrasadas agosto e setembro e quero,pagar-conta
é reparo na linha falar com atendente,reparar-linha
manutenção da linha telefônica,reparar-linha
cancelamento de serviços,cancelar-servicos
gostaria de solicitar a linha controle oito zero da telefônica,comprar-linha
como faço para falar com atendente sobre reparos de um telefone,reparar-linha
meu telefone está como como comercial e eu não quero quero transferir pra linha residencial,mudar-endereco
quero consertar a minha linha,reparar-linha
oi eu quero que venha fazer um reparo no meu na minha linha telefônica,reparar-linha
motivo no telefone deu problema no meu telefone telefone,reparar-linha
como faço pra conseguir uma linha telefônica,comprar-linha
quero saber porque não ligou meu telefone,reparar-linha
não tô conseguindo fazer é ligação,reparar-linha
mudança de telefone mudança de endereço alias desculpa,mudar-endereco
telefone foi cortado,reparar-linha
quero saber porque o meu computador não funciona ele tá sem linha,reparar-linha
quero saber se minha conta anterior tá paga,pagar-conta
estou com minha linha suspensa tenho número de protocolo,reparar-linha
quero assinar uma linha,comprar-linha
linha sobre linha cruzada,reparar-linha
quero saber porque meu telefone ainda não foi transferido pro outro endereço,mudar-endereco
eu quero cancelar uma internet grátis da minha conta,cancelar-conta
eu quero reparo na linha,reparar-linha
é é trocar endereço,mudar-endereco
interferência na minha ligação,reparar-linha
é não está fazendo chamada,reparar-linha
o telefone foi instalado e não esta efetuando ligações,reparar-linha
tem um ruído no telefone que ele capita dada rádio um barulho grande eu quero tirar esse ruído é um barulho que eu não consigo falar,reparar-linha
pela milésima vez eu pedí conserto do meu telefone,reparar-linha
quando puxo a minha linha do p a b x fica dando sinal de ocupado,reparar-linha
eu quero a minha ligação do meu telefone dentro de casa,reparar-linha
quero cancelar o bloqueio de,cancelar-servicos
não eu quero saber meu telefone não tá não tá dando linha,reparar-linha
meu telefone não tem linha não tá recebendo chamada nem fazendo,reparar-linha
estou sem telefone não tá funcionando,reparar-linha
estou sem linha no telefone,reparar-linha
eu quero cancelar serviços,cancelar-servicos
não eu preciso porque que não caiu aí porque que eles tão falando que vai cortar aqui,reparar-linha
eu desejo fazer reparo na minha linha,reparar-linha
como faço para ter um telefone uma linha,comprar-linha
o telefone não está chamando,reparar-linha
quero mudar de endereço,mudar-endereco
é é dar um reparamento na linha telefônica tá chiando demais aqui no meu telefone,reparar-linha
eu quero eu quero que repare minha linha,reparar-linha
